author,bookformat,desc,genre,img,isbn,pages,rating,reviews,title,totalratings
Tim O'Brien,Paperback,"In 1979, Tim O'Brien's ,Going After Cacciato,â€”a novel about the Vietnam Warâ€”won the National Book Award. In this, his second work of fiction about Vietnam, O'Brien's unique artistic vision is again clearly demonstrated. Neither a novel nor a short story collection, it is an arc of fictional episodes, taking place in the childhoods of its characters, in the jungles of Vietnam and back home in America two decades later.","Fiction,Historical,Historical Fiction,Classics,War,Short Stories,Academic,School,Historical,War,Military Fiction,Literature,Academic,Read For School",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424663847l/133518.jpg,767902890,246,4.13,14964,The Things They Carried,266287
"Mikhail Bulgakov,Katherine Tiernan O'Connor,Diana Lewis Burgin,Ellendea Proffer",Paperback,"The first complete, annotated English Translation of Mikhail Bulgakov's comic masterpiece.,An audacious revision of the stories of Faust and Pontius Pilate, ,The Master and Margarita, is recognized as one of the essential classics of modern Russian literature. The novel's vision of Soviet life in the 1930s is so ferociously accurate that it could not be published during its author's lifetime and appeared only in a censored edition in the 1960s. Its truths are so enduring that its language has become part of the common Russian speech.,One hot spring, the devil arrives in Moscow, accompanied by a retinue that includes a beautiful naked witch and an immense talking black cat with a fondness for chess and vodka. The visitors quickly wreak havoc in a city that refuses to believe in either God or Satan. But they also bring peace to two unhappy Muscovites: one is the Master, a writer pilloried for daring to write a novel about Christ and Pontius Pilate; the other is Margarita, who loves the Master so deeply that she is willing literally to go to hell for him. What ensues is a novel of inexhaustible energy, humor, and philosophical depth, a work whose nuances emerge for the first time in Diana Burgin's and Katherine Tiernan O'Connor's splendid English version.","Classics,Fiction,Cultural,Russia,Fantasy,Literature,Russian Literature,Magical Realism,Literature,Novels,Historical,Historical Fiction,Literature,20th Century",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867963l/117833.jpg,679760806,372,4.29,12838,The Master and Margarita,262455
Stephen King,Paperback,"When it first appeared, one volume per month, Stephen King's THE GREEN MILE was an unprecedented publishing triumph: all six volumes ended up on the ,New York Times, bestseller listsâ€”simultaneouslyâ€”and delighted millions of fans the world over.,Welcome to Cold Mountain Penitentiary, home to the Depression-worn men of E Block. Convicted killers all, each awaits his turn to walk the Green Mile, keeping a date with ""Old Sparky,"" Cold Mountain's electric chair. Prison guard Paul Edgecombe has seen his share of oddities in his years working the Mile. But he's never seen anyone like John Coffey, a man with the body of a giant and the mind of a child, condemned for a crime terrifying in its violence and shocking in its depravity. In this place of ultimate retribution, Edgecombe is about to discover the terrible, wondrous truth about Coffey, a truth that will challenge his most cherished beliefes... and yours.","Horror,Fiction,Fantasy,Thriller,Mystery,Fantasy,Supernatural,Mystery,Crime,Fantasy,Paranormal,Novels,Classics",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373903563l/11566.jpg,451933028,592,4.45,8529,The Green Mile,261605
Dean Koontz,Paperback,"The dead don't talk. I don't know why., But they do try to communicate, with a short-order cook in a small desert town serving as their reluctant confidant. Sometimes the silent souls who seek out Odd want justice. Occasionally their otherworldly tips help him prevent a crime. But this time itâ€™s different.,A stranger comes to Pico Mundo, accompanied by a horde of hyena-like shades who herald an imminent catastrophe. Aided by his soul mate, Stormy Llewellyn, and an unlikely community of allies that includes the King of Rock â€™nâ€™ Roll, Odd will race against time to thwart the gathering evil. His account of these shattering hours, in which past and present, fate and destiny, converge, is a testament by which to liveâ€”an unforgettable fable for our time destined to rank among Dean Koontzâ€™s most enduring works.","Horror,Fiction,Mystery,Fantasy,Thriller,Fantasy,Paranormal,Suspense,Fantasy,Supernatural,Fantasy,Urban Fantasy,Thriller,Mystery Thriller",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388245669l/14995.jpg,553384287,446,3.96,7591,Odd Thomas,260611
David Sedaris,Paperback,"David Sedaris plays in the snow with his sisters. He goes on vacation with his family. He gets a job selling drinks. He attends his brotherâ€™s wedding. He mops his sisterâ€™s floor. He gives directions to a lost traveler. He eats a hamburger. He has his blood sugar tested. It all sounds so normal, doesnâ€™t it? In his newest collection of essays, David Sedaris lifts the corner of ordinary life, revealing the absurdity teeming below its surface. His world is alive with obscure desires and hidden motives â€” a world where forgiveness is automatic and an argument can be the highest form of love. Dress Your Family in Corduroy and Denim is another unforgettable collection from one of the wittiest and most original writers at work today.,--davidsedarisbooks.com","Humor,Nonfiction,Autobiography,Memoir,Writing,Essays,Short Stories,Humor,Comedy,Audiobook,Biography,Biography Memoir,Biography,Autobiography",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352983006l/10176.jpg,965904830,257,4.08,6681,Dress Your Family in Corduroy and Denim,259714
Ursula K. Le Guin,Paperback,"Ged, the greatest sorcerer in all Earthsea, was called Sparrowhawk in his reckless youth. ,Hungry for power and knowledge, Sparrowhawk tampered with long-held secrets and loosed a terrible shadow upon the world. This is the tale of his testing, how he mastered the mighty words of power, tamed an ancient dragon, and crossed death's threshold to restore the balance.","Fantasy,Fiction,Young Adult,Classics,Science Fiction Fantasy,Fantasy,Magic,Fantasy,High Fantasy,Science Fiction,Adventure,Fantasy,Dragons",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353424536l/13642.jpg,553383043,183,3.99,10576,A Wizard of Earthsea,259150
Becca Fitzpatrick,Hardcover,"Nora Grey can't remember the past five months of her life. After the initial shock of waking up in a cemetery and being told that she has been missing for weeks - with no one knowing where she was or who she was with - she tried to get her life back on track. Go to school, hang out with her best friend, Vee, and dodge mom's creepy new boyfriend.,But there is this voice in the back of her head, an idea that she can almost reach out and touch. Visions of angel wings and unearthly creatures that have nothing to do with the life she knows.,And this unshakable feeling that a part of her is missing.,Then Nora crosses paths with a sexy stranger, whom she feels a mesmerizing connection to. He seems to hold all the answers...and her heart. Every minute she spends with him grows more and more intense until she realizes she could be falling in love. Again.","Young Adult,Fantasy,Paranormal,Angels,Romance,Fantasy,Paranormal,Romance,Paranormal Romance,Fantasy,Supernatural,Fiction,Fantasy,Urban Fantasy,Young Adult,Young Adult Fantasy",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408152l/10637766.jpg,1442426640,448,4.1,8298,Silence,255601
Charlaine Harris,Mass Market Paperback,"Sookie Stackhouse is a cocktail waitress in Bon Temps, Louisiana. She has only a few close friends, because not everyone appreciates Sookieâ€™s gift: she can read minds. Thatâ€™s not exactly every manâ€™s idea of date bait â€“ unless theyâ€™re undead; vampires and the like can be tough to read. And thatâ€™s just the kind of guy Sookieâ€™s been looking for. Maybe thatâ€™s why, when she comes across a naked vampire, she doesnâ€™t just drive on by. He hasnâ€™t got a clue who he is, but Sookie has: Eric looks just as scary and sexy â€“ and dead â€“ as ever. But now he has amnesia, heâ€™s sweet, vulnerable, and in need of Sookieâ€™s help â€“ because whoever took his memory now wants his life.","Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Fantasy,Urban Fantasy,Romance,Fiction,Mystery,Romance,Paranormal Romance,Fantasy,Supernatural,Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468561630l/140077._SY475_.jpg,441012183,291,4.11,5799,Dead to the World,254679
Eric Ries,Hardcover,"Most startups fail. But many of those failures are preventable. The Lean Startup is a new approach being adopted across the globe, changing the way companies are built and new products are launched. ,Eric Ries defines a startup as ,an organization dedicated to creating something new under conditions of extreme uncertainty,. This is just as true for one person in a garage or a group of seasoned professionals in a Fortune 500 boardroom. What they have in common is a mission to penetrate that fog of uncertainty to discover a successful path to a sustainable business.,The Lean Startup approach fosters companies that are both more capital efficient and that leverage human creativity more effectively. Inspired by lessons from lean manufacturing, it relies on ""validated learning,"" rapid scientific experimentation, as well as a number of counter-intuitive practices that shorten product development cycles, measure actual progress without resorting to vanity metrics, and learn what customers really want. It enables a company to shift directions with agility, altering plans inch by inch, minute by minute.,Rather than wasting time creating elaborate business plans, ,The Lean Startup, offers entrepreneurs - in companies of all sizes - a way to test their vision continuously, to adapt and adjust before it's too late. Ries provides a scientific approach to creating and managing successful startups in a age when companies need to innovate more than ever.","Nonfiction,Business,Entrepreneurship,Business,Management,Business,Buisness,Leadership,Science,Technology,Self Help,Economics,Productivity",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333576876l/10127019.jpg,307887898,299,4.1,3557,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,254222
Kristin Hannah,Hardcover,"From the ,New York Times, bestselling author of ,On Mystic Lake, comes a powerful novelÂ of love, loss, and the magic of friendship. . . .,In the turbulent summer of 1974, Kate Mularkey has accepted her place at the bottom of the eighth-grade social food chain. Then, to her amazement, the â€œcoolest girl in the worldâ€ moves in across the street and wants to be her friend. Tully Hart seems to have it all---beauty, brains, ambition. On the surface they are as opposite as two people can be: Kate, doomed to be forever uncool, with a loving family who mortifies her at every turn. Tully, steeped in glamour and mystery, but with a secret that is destroying her. They make a pact to be best friends forever; by summerâ€™s end theyâ€™ve become ,TullyandKate., Inseparable.,So begins Kristin Hannahâ€™s magnificent new novel. Spanning more than three decades and playing out across the ever-changing face of the Pacific Northwest, ,Firefly Lane, is the poignant, powerful story of two women and the friendship that becomes the bulkhead of their lives.,From the beginning, Tully is desperate to prove her worth to the world. Abandoned by her mother at an early age, she longs to be loved unconditionally. In the glittering, big-hair era of the eighties, she looks to men to fill the void in her soul. But in the buttoned-down nineties, it is television news that captivates her. She will follow her own blind ambition to New York and around the globe, finding fame and success . . . and loneliness.Â ,Kate knows early on that her life will be nothing special. Throughout college, she pretends to be driven by a need for success, but all she really wants is to fall in love and have children and live an ordinary life. In her own quiet way, Kate is as driven as Tully. What she doesnâ€™t know is how being a wife and mother will change her . . . how sheâ€™ll lose sight of who she once was, and what she once wanted. And how much sheâ€™ll envy her famous best friend. . . .,For thirty years, Tully and Kate buoy each other through life, weathering the storms of friendship---jealousy, anger, hurt, resentment. They think theyâ€™ve survived it all until a single act of betrayal tears them apart . . . and puts their courage and friendship to the ultimate test.,Firefly Lane, is for anyone who ever drank Booneâ€™s Farm apple wine while listening to Abba or Fleetwood Mac. More than a coming-of-age novel, itâ€™s the story of a generation of women who were both blessed and cursed by choices. Itâ€™s about promises and secrets and betrayals. And ultimately, about the one person who really, truly knows you---and knows what has the power to hurt you . . . and heal you. ,Firefly Lane ,is a story youâ€™ll never forget . . . one youâ€™ll want to pass on to your best friend.","Fiction,Womens Fiction,Chick Lit,Romance,Contemporary,Adult,Adult Fiction,Audiobook,Historical,Historical Fiction,Drama,Womens Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362435448l/1472878.jpg,312364083,479,4.11,20238,Firefly Lane,251903
Charlaine Harris,Mass Market Paperback,"Cocktail waitress Sookie Stackhouse is having a streak of bad luck. First her co-worker is killed, and no one seems to care. Then she comes face to-face with a beastly creature that gives her a painful and poisonous lashing. Enter the vampires, who graciously suck the poison from her veins (like they didn't enjoy it).,The point is: they saved her life. So when one of the bloodsuckers asks for a favor, she obliges - and soon Sookie's in Dallas, using her telepathic skills to search for a missing vampire. She's supposed to interview certain humans involved, but she makes one condition: the vampires must promise to behave and let the humans go unharmed. But that's easier said than done, and all it takes is one delicious blonde and one small mistake for things to turn deadly....","Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Fantasy,Urban Fantasy,Romance,Fiction,Mystery,Romance,Paranormal Romance,Fantasy,Supernatural,Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329501808l/110494.jpg,1841493007,291,3.95,7027,Living Dead in Dallas,245527
Richard Dawkins,Hardcover,"A preeminent scientist - and the world's most prominent atheist - asserts the irrationality of belief in God, and the grievous harm religion has inflicted on society, from the Crusades to 9/11.,With rigor and wit, Dawkins examines God in all his forms, from the sex-obsessed tyrant of the Old Testament, to the more benign (but still illogical) Celestial Watchmaker favored by some Enlightenment thinkers. He eviscerates the major arguments for religion, and demonstrates the supreme improbability of a supreme being. He shows how religion fuels war, foments bigotry, and abuses children, buttressing his points with historical and contemporary evidence.,The God Delusion, makes a compelling case that belief in God is not just wrong, but potentially deadly. It also offers exhilarating insight into the advantages of atheism to the individual and society, not the least of which is a clearer, truer appreciation of the universe's wonders than any faith could ever muster.","Nonfiction,Religion,Science,Philosophy,Religion,Atheism,Audiobook,Psychology,Religion,Theology,Spirituality,Biology,Evolution",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347220693l/14743.jpg,618680004,374,3.89,8533,The God Delusion,244672
Jeffrey Eugenides,Paperback,"The shocking thing about the girls was how nearly normal they seemed when their mother let them out for the one and only date of their lives. Twenty years on, their enigmatic personalities are embalmed in the memories of the boys who worshipped them and who now recall their shared adolescence: the brassiere draped over a crucifix belonging to the promiscuous Lux; the sisters' breathtaking appearance on the night of the dance; and the sultry, sleepy street across which they watched a family disintegrate and fragile lives disappear.","Fiction,Contemporary,Classics,Young Adult,Literary Fiction,Young Adult,Coming Of Age,Novels,Literature,Adult Fiction,Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319032910l/10956.jpg,747560595,250,3.83,10044,The Virgin Suicides,240829
Daniel James Brown,Hardcover,"For readers of Laura Hillenbrand's ,Seabiscuit, and ,Unbroken,, the dramatic story of the American rowing team that stunned the world at Hitler's 1936 Berlin Olympics.,Daniel James Brown's robust book tells the story of the University of Washington's 1936 eight-oar crew and their epic quest for an Olympic gold medal, a team that transformed the sport and grabbed the attention of millions of Americans. The sons of loggers, shipyard workers, and farmers, the boys defeated elite rivals first from eastern and British universities and finally the German crew rowing for Adolf Hitler in the Olympic games in Berlin, 1936.,The emotional heart of the story lies with one rower, Joe Rantz, a teenager without family or prospects, who rows not for glory, but to regain his shattered self-regard and to find a place he can call home. The crew is assembled by an enigmatic coach and mentored by a visionary, eccentric British boat builder, but it is their trust in each other that makes them a victorious team. They remind the country of what can be done when everyone quite literally pulls togetherâ€”a perfect melding of commitment, determination, and optimism.,Drawing on the boys' own diaries and journals, their photos and memories of a once-in-a-lifetime shared dream, ,The Boys in the Boat, is an irresistible story about beating the odds and finding hope in the most desperate of timesâ€”the improbable, intimate story of nine working-class boys from the American west who, in the depths of the Great Depression, showed the world what true grit really meant. It will appeal to readers of Erik Larson, Timothy Egan, James Bradley, and David Halberstam's ,The Amateurs,.","Nonfiction,History,Sports,Sports,Biography,Audiobook,Historical,Book Club,War,World War II,North American Hi...,American History,Biography Memoir",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354683116l/16158542.jpg,067002581X,404,4.34,22335,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,240740
Stephen King,Paperback,"Outside a peaceful town in central Maine, a monster is waiting. Cujo is a two-hundred-pound Saint Bernard, the best friend Brett Camber has ever had. One day Cujo chases a rabbit into a bolt-holeâ€”a cave inhabited by sick bats. What happens to Cujo, how he becomes a horrifying vortex inexorably drawing in all the people around him makes for one of the most heart-stopping novels Stephen King has written.","Horror,Fiction,Thriller,Suspense,Animals,Adult,Novels,Audiobook,Fantasy,Animals,Dogs",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394208144l/10603.jpg,307348245,432,3.74,5254,Cujo,239600
Stephen King,Mass Market Paperback,"""Long live the King"" hailed Entertainment Weekly upon the publication of Stephen King's On Writing. Part memoir, part master class by one of the bestselling authors of all time, this superb volume is a revealing and practical view of the writer's craft, comprising the basic tools of the trade every writer must have. King's advice is grounded in his vivid memories from childhood through his emergence as a writer, from his struggling early career to his widely reported near-fatal accident in 1999 -- and how the inextricable link between writing and living spurred his recovery. Brilliantly structured, friendly and inspiring, On Writing will empower and entertain everyone who reads it -- fans, writers, and anyone who loves a great story well told.,(back cover)","Nonfiction,Language,Writing,Autobiography,Memoir,Biography,Reference,Biography,Autobiography,Audiobook,Biography Memoir,Writing,Books About Books,Self Help",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436735207l/10569._SY475_.jpg,743455967,320,4.32,18681,On Writing: A Memoir of the Craft,238200
"Virginia Woolf,Maureen Howard",Hardcover,"Heralded as Virginia Woolf's greatest novel, this is a vivid portrait of a single day in a woman's life. When we meet her, Mrs. Clarissa Dalloway is preoccupied with the last-minute details of party preparation while in her mind she is something much more than a perfect society hostess. As she readies her house, she is flooded with remembrances of faraway times. And, met with the realities of the present, Clarissa reexamines the choices that brought her there, hesitantly looking ahead to the unfamiliar work of growing old.","Classics,Fiction,Literature,Novels,European Literature,British Literature,Feminism,Literature,20th Century,Literary Fiction,Academic,School,Literature,English Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479336522l/14942._SY475_.jpg,151009988,194,3.79,11000,Mrs. Dalloway,237232
"Sheryl Sandberg,Nell Scovell",Hardcover,"Sheryl Sandbergâ€™s ,Lean In, is a massive cultural phenomenon and its title has become an instant catchphrase for empowering women. The book soared to the top of bestseller lists internationally, igniting global conversations about women and ambition. Sandberg packed theatres, dominated opinion pages, appeared on every major television show and on the cover of ,Time, magazine, and sparked ferocious debate about women and leadership. Ask most women whether they have the right to equality at work and the answer will be a resounding yes, but ask the same women whether they'd feel confident asking for a raise, a promotion, or equal pay, and some reticence creeps in. The statistics, although an improvement on previous decades, are certainly not in women's favour â€“ of 197 heads of state, only twenty-two are women. Women hold just 20 percent of seats in parliaments globally, and in the world of big business, a meagre eighteen of the Fortune 500 CEOs are women. In ,Lean In,, Sheryl Sandberg â€“ Facebook COO and one of ,Fortune, magazine's Most Powerful Women in Business â€“ draws on her own experience of working in some of the world's most successful businesses and looks at what women can do to help themselves, and make the small changes in their life that can effect change on a more universal scale.","Nonfiction,Business,Feminism,Self Help,Leadership,Womens,Audiobook,Autobiography,Memoir,Biography,Self Help,Personal Development",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364250803l/16071764.jpg,385349947,217,3.94,13312,"Lean In: Women, Work, and the Will to Lead",236787
"Margery Williams Bianco,William   Nicholson",Paperback,"Nursery magic is very strange and wonderful, and only those playthings that are old and wise and experienced like the Skin Horse understand all about it.,Like the Skin Horse, Margery Williams understood how toysâ€”and peopleâ€”become real through the wisdom and experience of love. This reissue of a favorite classic, with the original story and illustrations as they first appeared in 1922, will work its magic for all who read it.","Classics,Childrens,Fiction,Childrens,Picture Books,Fantasy,Animals,Young Adult,Childrens,Juvenile,Kids,Short Stories",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347748913l/144974.jpg,380002558,40,4.26,3844,The Velveteen Rabbit,236433
James Frey,Paperback,"Intense, unpredictable, and instantly engaging, this is a story of drug and alcohol abuse and rehabilitation as it has never been told before. It is also the introduction of a bold and talented literary voice. ,Before considering reading this book, please see the BookBrowse note on the book jacket/review page.,BookBrowse Note: January 9th 2006: An article in the Smoking Gun claimed that James Frey (author of A Million Little Pieces and My Friend Leonard) fabricated key parts of his books. They cited police records, court documents and interviews with law enforcement agents which belie a number of Frey's claims regarding criminal charges against him, jail terms and his fugitive status.,In an interview with the Smoking Gun, Frey admitted that he had 'embellished central details' in A Million Little Pieces and backtracked on claims he made in the book.,January 26th 2006. Frey's publisher stated that while it initially stood by him, after further questioning of the author, the house has ""sadly come to the realization that a number of facts have been altered and incidents embellished."" It will be adding a a publisher's note and author's note to all future editions of A Million Little Pieces.","Fiction,Contemporary,Psychology,Biography Memoir,Adult,Book Club,Novels,Health,Mental Health,Adult Fiction,Drama",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483206985l/1241._SY475_.jpg,307276902,515,3.66,11835,A Million Little Pieces,233585
"Haruki Murakami,Jay Rubin",Paperback,"Japan's most highly regarded novelist now vaults into the first ranks of international fiction writers with this heroically imaginative novel, which is at once a detective story, an account of a disintegrating marriage, and an excavation of the buried secrets of World War II.,In a Tokyo suburb a young man named Toru Okada searches for his wife's missing cat. Soon he finds himself looking for his wife as well in a netherworld that lies beneath the placid surface of Tokyo. As these searches intersect, Okada encounters a bizarre group of allies and antagonists: a psychic prostitute; a malevolent yet mediagenic politician; a cheerfully morbid sixteen-year-old-girl; and an aging war veteran who has been permanently changed by the hideous things he witnessed during Japan's forgotten campaign in Manchuria.,Gripping, prophetic, suffused with comedy and menace, ,The Wind-Up Bird Chronicle, is a tour de force equal in scope to the masterpieces of Mishima and Pynchon.,Three books in one volume: The Thieving Magpie, Bird as Prophet, The Birdcatcher. This translation by Jay Rubin is in collaboration with the author.","Fiction,Magical Realism,Cultural,Japan,Asian Literature,Japanese Literature,Fantasy,Contemporary,Literature,Novels,Mystery,Cultural,Asia",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872639l/11275.jpg,965341984,607,4.16,15035,The Wind-Up Bird Chronicle,230353
"P.C. Cast,Kristin Cast",Paperback,"Dark forces are at work at the House of Night and Zoey Redbirdâ€™s adventures at the school take a mysterious turn. Her best friend, Stevie Rae, is undead and struggling to maintain a grip on her humanity. Zoey finds herself in the very unexpected and rare situation of having three boyfriends. Mix a little bloodlust into the equation and the situation has the potential to spell social disaster. Just when it seems things couldnâ€™t get any tougher, vampyres start turning up dead. Really dead. It looks like the People of Faith are tired of living side-by-side with vampyres. But, as Zoey and her friends so often find out, how things appear rarely affects the truthâ€¦","Young Adult,Paranormal,Vampires,Fantasy,Fantasy,Paranormal,Romance,Fiction,Fantasy,Supernatural,Romance,Paranormal Romance,Fantasy,Urban Fantasy,Fantasy,Magic",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393192825l/1326258.jpg,312360304,307,3.91,4450,Chosen,229386
"Pearl S. Buck,Gianny Buditjahya",Paperback,"This tells the poignant tale of a Chinese farmer and his family in old agrarian China. The humble Wang Lung glories in the soil he works, nurturing the land as it nurtures him and his family. Nearby, the nobles of the House of Hwang consider themselves above the land and its workers; but they will soon meet their own downfall.,Hard times come upon Wang Lung and his family when flood and drought force them to seek work in the city. The working people riot, breaking into the homes of the rich and forcing them to flee. When Wang Lung shows mercy to one noble and is rewarded, he begins to rise in the world, even as the House of Hwang falls.","Classics,Fiction,Historical,Historical Fiction,Cultural,China,Literature,Historical,Cultural,Asia,Novels,Academic,School,Classics,Classic Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312497600l/1078.jpg,1416500189,418,3.99,10232,The Good Earth,228862
Sophie Kinsella,Hardcover,"When twenty-eight-year-old Lexi Smart wakes up in a London hospital, sheâ€™s in for a big surprise. Her teeth are perfect. Her body is toned. Her handbag is Vuitton. Having survived a car accidentâ€”in a Mercedes no lessâ€”Lexi has lost a big chunk of her memory, three years to be exact, and sheâ€™s about to find out just how much things have changed.,Somehow Lexi went from a twenty-five-year-old working girl to a corporate big shot with a sleek new loft, a personal assistant, a carb-free diet, and a set of glamorous new friends. And who is this gorgeous husbandâ€”who also happens to be a multimillionaire? With her mind still stuck three years in reverse, Lexi greets this brave new world determined to be the person sheâ€¦well, seems to be. That is, until an adorably disheveled architect drops the biggest bombshell of all.,Suddenly Lexi is scrambling to catch her balance. Her new life, it turns out, comes complete with secrets, schemes, and intrigue. How on earth did all this happen? Will she ever remember? And what will happen when she does?,With the same wicked humor and delicious charm that have won her millions of devoted fans, Sophie Kinsella, author of the #1 New York Times bestseller Shopaholic & Baby, returns with an irresistible new novel and a fresh new heroine who finds herself in a life-changing and utterly hilarious predicamentâ€¦","Womens Fiction,Chick Lit,Romance,Fiction,Contemporary,Adult,Humor,Romance,Contemporary Romance,Adult Fiction,Audiobook,European Literature,British Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276963901l/1358844.jpg,593053893,352,3.79,8045,Remember Me?,227946
Charles Frazier,Paperback,"Cold Mountain, is a novel about a soldierâ€™s perilous journey back to his beloved near the Civil War's end. At once a love story & a harrowing account of one manâ€™s long walk home, Cold Mountain introduces a new talent in American literature.,Based on local history & family stories passed down by Frazierâ€™s great-great-grandfather, ,Cold Mountain, is the tale of a wounded Confederate soldier, Inman, who walks away from the ravages of the war & back home to his prewar sweetheart, Ada. His odyssey thru the devastated landscape of the soon-to-be-defeated South interweaves with Adaâ€™s struggle to revive her fatherâ€™s farm, with the help of an intrepid young drifter named Ruby. As their long-separated lives begin to converge at the close of the war, Inman & Ada confront the vastly transformed world theyâ€™ve been delivered.,Frazier reveals insight into human relations with the land & the dangers of solitude. He also shares with the great 19th century novelists a keen observation of a society undergoing change. ,Cold Mountain, recreates a world gone by that speaks to our time.","Historical,Historical Fiction,Fiction,Historical,Romance,Military History,Civil War,War,Classics,Literature,Novels,Literary Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442416348l/10920._SY475_.jpg,802142842,449,3.87,5825,Cold Mountain,227163
Ally Condie,Paperback,"The Society chooses everything. ,The books you read. ,The music you listen to. ,The person you love. ,Yet for Cassia the rules have changed. Ky has been taken and she will sacrifice everything to find him. ,And when Cassia discovers Ky has escaped to the wild frontiers beyond the Society there is hope.,But on the edge of society nothing is as it seems...,A rebellion is rising.,And a tangled web of lies and double-crosses could destroy everything.","Young Adult,Science Fiction,Dystopia,Romance,Science Fiction,Fiction,Fantasy,Young Adult,Teen,Adventure,Audiobook,Apocalyptic,Post Apocalyptic",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374335939l/15812814.jpg,142421715,367,3.53,15258,Crossed,224446
"William Shakespeare,Barbara A. Mowat,Paul Werstine,Robert          Jackson,Gail Kern Paster",Paperback,"In ,Much Ado About Nothing,, Shakespeare includes two quite different stories of romantic love. Hero and Claudio fall in love almost at first sight, but an outsider, Don John, strikes out at their happiness. Beatrice and Benedick are kept apart by pride and mutual antagonism until others decide to play Cupid.","Classics,Plays,Fiction,Drama,Romance,Academic,School,Plays,Theatre,Literature,Humor,Humor,Comedy",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327885569l/12957._SY475_.jpg,743482751,246,4.06,4030,Much Ado About Nothing,222532
Tammara Webber,Paperback,"A ,New York Times, and ,USA Today Bestseller,Rescued by a stranger.,Haunted by a secret.,Sometimes, love isn't easy...,He watched her, but never knew her. Until thanks to a chance encounter, he became her savior...,The attraction between them was undeniable. Yet the past he'd worked so hard to overcome, and the future she'd put so much faith in, threatened to tear them apart.,Only together could they fight the pain and guilt, face the truth - and find the unexpected power of love.,A groundbreaking novel in the New Adult genre, Easy faces one girl's struggle to regain the trust she's lost, find the inner strength to fight back against an attacker, and accept the peace she finds in the arms of a secretive boy.","Romance,New Adult,Contemporary,Young Adult,Romance,Contemporary Romance,Academic,College,Fiction,Womens Fiction,Chick Lit,Realistic Fiction,Sociology,Abuse",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349370267l/16056408.jpg,425266745,336,4.08,11807,Easy,221845
Austin Kleon,Paperback,"You donâ€™t need to be a genius, you just need to be yourself. Thatâ€™s the message from Austin Kleon, a young writer and artist who knows that creativity is everywhere, creativity is for everyone. A manifesto for the digital age, Steal Like an Artist is a guide whose positive message, graphic look and illustrations, exercises, and examples will put readers directly in touch with their artistic side.","Nonfiction,Art,Self Help,Language,Writing,Design,Business,Self Help,Personal Development,Psychology,Art,Art Design,Productivity",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404576602l/13099738.jpg,761169253,160,3.93,6158,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,218461
